description	*Laz/Usage	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Rune + Cube Pyramid = 2 runes	Crafting Unique	1			0					2	ix5	r39						r39																													r39																																																										0
Rune + Cube Pyramid = 2 runes	Crafting Unique	1			0					2	ix5	r40						r40																													r40																																																										0
Rune + Cube Pyramid = 2 runes	Crafting Unique	1			0					2	ix5	r41						r41																													r41																																																										0
Rune + Cube Pyramid = 2 runes	Crafting Unique	1			0					2	ix5	r42						r42																													r42																																																										0
Rune + Cube Pyramid = 2 runes	Crafting Unique	1			0					2	ix5	r43						r43																													r43																																																										0
Rune + Cube Pyramid = 2 runes	Crafting Unique	1			0					2	ix5	r44						r44																													r44																																																										0
Rune + Cube Pyramid = 2 runes	Crafting Unique	1			0					2	ix5	r45						r45																													r45																																																										0
Rune + Cube Pyramid = 2 runes	Crafting Unique	1			0					2	ix5	r46						r46																													r46																																																										0
Rune + Cube Pyramid = 2 runes	Crafting Unique	1			0					2	ix5	r47						r47																													r47																																																										0
Rune + Cube Tech Orb = upgraded rune + Cube Tech Orb	Crafting Unique	1			0	15	482	2		2	ix6	r01						useitem				chargestack			-1	-1																					r02																																																										0
Rune + Cube Tech Orb = upgraded rune + Cube Tech Orb	Crafting Unique	1			0	15	482	2		2	ix6	r02						useitem				chargestack			-1	-1																					r03																																																										0
Rune + Cube Tech Orb = upgraded rune + Cube Tech Orb	Crafting Unique	1			0	15	482	2		2	ix6	r03						useitem				chargestack			-1	-1																					r04																																																										0
Rune + Cube Tech Orb = upgraded rune + Cube Tech Orb	Crafting Unique	1			0	15	482	2		2	ix6	r04						useitem				chargestack			-1	-1																					r05																																																										0
Rune + Cube Tech Orb = upgraded rune + Cube Tech Orb	Crafting Unique	1			0	15	482	2		2	ix6	r05						useitem				chargestack			-1	-1																					r06																																																										0
Rune + Cube Tech Orb = upgraded rune + Cube Tech Orb	Crafting Unique	1			0	15	482	2		2	ix6	r06						useitem				chargestack			-1	-1																					r07																																																										0
Rune + Cube Tech Orb = upgraded rune + Cube Tech Orb	Crafting Unique	1			0	15	482	2		2	ix6	r07						useitem				chargestack			-1	-1																					r08																																																										0
Rune + Cube Tech Orb = upgraded rune + Cube Tech Orb	Crafting Unique	1			0	15	482	2		2	ix6	r08						useitem				chargestack			-1	-1																					r09																																																										0
Rune + Cube Tech Orb = upgraded rune + Cube Tech Orb	Crafting Unique	1			0	15	482	2		2	ix6	r09						useitem				chargestack			-1	-1																					r10																																																										0
Rune + Cube Tech Orb = upgraded rune + Cube Tech Orb	Crafting Unique	1			0	15	482	2		2	ix6	r10						useitem				chargestack			-1	-1																					r11																																																										0
Rune + Cube Tech Orb = upgraded rune + Cube Tech Orb	Crafting Unique	1			0	15	482	2		2	ix6	r11						useitem				chargestack			-1	-1																					r12																																																										0
Rune + Cube Tech Orb = upgraded rune + Cube Tech Orb	Crafting Unique	1			0	15	482	2		2	ix6	r12						useitem				chargestack			-1	-1																					r13																																																										0
Rune + Cube Tech Orb = upgraded rune + Cube Tech Orb	Crafting Unique	1			0	15	482	2		2	ix6	r13						useitem				chargestack			-1	-1																					r14																																																										0
Rune + Cube Tech Orb = upgraded rune + Cube Tech Orb	Crafting Unique	1			0	15	482	2		2	ix6	r14						useitem				chargestack			-1	-1																					r15																																																										0
Rune + Cube Tech Orb = upgraded rune + Cube Tech Orb	Crafting Unique	1			0	15	482	2		2	ix6	r15						useitem				chargestack			-1	-1																					r16																																																										0
Rune + Cube Tech Orb = upgraded rune + Cube Tech Orb	Crafting Unique	1			0	15	482	2		2	ix6	r16						useitem				chargestack			-1	-1																					r17																																																										0
Rune + Cube Tech Orb = upgraded rune + Cube Tech Orb	Crafting Unique	1			0	15	482	2		2	ix6	r17						useitem				chargestack			-1	-1																					r18																																																										0
Rune + Cube Tech Orb = upgraded rune + Cube Tech Orb	Crafting Unique	1			0	15	482	2		2	ix6	r18						useitem				chargestack			-1	-1																					r19																																																										0
Rune + Cube Tech Orb = upgraded rune + Cube Tech Orb	Crafting Unique	1			0	15	482	2		2	ix6	r19						useitem				chargestack			-1	-1																					r20																																																										0
Rune + Cube Tech Orb = upgraded rune + Cube Tech Orb	Crafting Unique	1			0	15	482	2		2	ix6	r20						useitem				chargestack			-1	-1																					r21																																																										0
Rune + Cube Tech Orb = upgraded rune + Cube Tech Orb	Crafting Unique	1			0	15	482	2		2	ix6	r21						useitem				chargestack			-1	-1																					r22																																																										0
Rune + Cube Tech Orb = upgraded rune + Cube Tech Orb	Crafting Unique	1			0	15	482	2		2	ix6	r22						useitem				chargestack			-1	-1																					r23																																																										0
Rune + Cube Tech Orb = upgraded rune + Cube Tech Orb	Crafting Unique	1			0	15	482	2		2	ix6	r23						useitem				chargestack			-1	-1																					r24																																																										0
Rune + Cube Tech Orb = upgraded rune + Cube Tech Orb	Crafting Unique	1			0	15	482	2		2	ix6	r24						useitem				chargestack			-1	-1																					r25																																																										0
Rune + Cube Tech Orb = upgraded rune + Cube Tech Orb	Crafting Unique	1			0	15	482	2		2	ix6	r25						useitem				chargestack			-1	-1																					r26																																																										0
Rune + Cube Tech Orb = upgraded rune + Cube Tech Orb	Crafting Unique	1			0	15	482	2		2	ix6	r26						useitem				chargestack			-1	-1																					r27																																																										0
Rune + Cube Tech Orb = upgraded rune + Cube Tech Orb	Crafting Unique	1			0	15	482	2		2	ix6	r27						useitem				chargestack			-1	-1																					r28																																																										0
Rune + Cube Tech Orb = upgraded rune + Cube Tech Orb	Crafting Unique	1			0	15	482	2		2	ix6	r28						useitem				chargestack			-1	-1																					r29																																																										0
Rune + Cube Tech Orb = upgraded rune + Cube Tech Orb	Crafting Unique	1			0	15	482	2		2	ix6	r29						useitem				chargestack			-1	-1																					r30																																																										0
