skill	*Id	*Laz2	*Laz/Level	*Laz	charclass	skilldesc	srvstfunc	srvdofunc	srvstopfunc	prgstack	srvprgfunc1	srvprgfunc2	srvprgfunc3	prgcalc1	prgcalc2	prgcalc3	prgdam	srvmissile	decquant	lob	srvmissilea	srvmissileb	srvmissilec	useServerMissilesOnRemoteClients	srvoverlay	aurafilter	aurastate	auratargetstate	auralencalc	aurarangecalc	aurastat1	aurastatcalc1	aurastat2	aurastatcalc2	aurastat3	aurastatcalc3	aurastat4	aurastatcalc4	aurastat5	aurastatcalc5	aurastat6	aurastatcalc6	auraevent1	auraeventfunc1	auraevent2	auraeventfunc2	auraevent3	auraeventfunc3	passivestate	passiveitype	passivereqweaponcount	passivestat1	passivecalc1	passivestat2	passivecalc2	passivestat3	passivecalc3	passivestat4	passivecalc4	passivestat5	passivecalc5	passivestat6	passivecalc6	summon	pettype	petmax	summode	sumskill1	sumsk1calc	sumskill2	sumsk2calc	sumskill3	sumsk3calc	sumskill4	sumsk4calc	sumskill5	sumsk5calc	sumumod	sumoverlay	stsuccessonly	stsound	stsoundclass	stsounddelay	weaponsnd	dosound	dosound a	dosound b	tgtoverlay	tgtsound	prgoverlay	prgsound	castoverlay	cltoverlaya	cltoverlayb	cltstfunc	cltdofunc	cltstopfunc	cltprgfunc1	cltprgfunc2	cltprgfunc3	cltmissile	cltmissilea	cltmissileb	cltmissilec	cltmissiled	cltcalc1	*cltcalc1 desc	cltcalc2	*cltcalc2 desc	cltcalc3	*cltcalc3 desc	warp	immediate	enhanceable	attackrank	noammo	range	weapsel	itypea1	itypea2	itypea3	etypea1	etypea2	itypeb1	itypeb2	itypeb3	etypeb1	etypeb2	anim	seqtrans	monanim	seqnum	seqinput	durability	UseAttackRate	LineOfSight	TargetableOnly	SearchEnemyXY	SearchEnemyNear	SearchOpenXY	SelectProc	TargetCorpse	TargetPet	TargetAlly	TargetItem	AttackNoMana	TgtPlaceCheck	KeepCursorStateOnKill	ContinueCastUnselected	ClearSelectedOnHold	ItemEffect	ItemCltEffect	ItemTgtDo	ItemTarget	ItemCheckStart	ItemCltCheckStart	ItemCastSound	ItemCastOverlay	skpoints	reqlevel	maxlvl	reqstr	reqdex	reqint	reqvit	reqskill1	reqskill2	reqskill3	restrict	State1	State2	State3	localdelay	globaldelay	leftskill	rightskill	repeat	alwayshit	usemanaondo	startmana	minmana	manashift	mana	lvlmana	interrupt	InTown	aura	periodic	perdelay	finishing	prgchargestocast	prgchargesconsumed	passive	progressive	scroll	calc1	*calc1 desc	calc2	*calc2 desc	calc3	*calc3 desc	calc4	*calc4 desc	calc5	*calc5 desc	calc6	*calc6 desc	Param1	*Param1 Description	Param2	*Param2 Description	Param3	*Param3 Description	Param4	*Param4 Description	Param5	*Param5 Description	Param6	*Param6 Description	Param7	*Param7 Description	Param8	*Param8 Description	Param9	*Param9 Description	Param10	*Param10 Description2	Param11	*Param11 Description	Param12	*Param12 Description	InGame	ToHit	LevToHit	ToHitCalc	ResultFlags	HitFlags	HitClass	Kick	HitShift	SrcDam	MinDam	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDam	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	EMinLev1	EMinLev2	EMinLev3	EMinLev4	EMinLev5	EMax	EMaxLev1	EMaxLev2	EMaxLev3	EMaxLev4	EMaxLev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	ELenSymPerCalc	aitype	aibonus	cost mult	cost add	*eol
Slither	696	monster				monster skill 696	38	76	1																		breakthrough		10		velocitypercent	par7	attackrate	par7																																														1		weapon_giant_1			weapon_2ht_1										31	45	1																	1	7		none		mele										SQ	A1	xx	10		1			1									1														1															1	1					0	8	0	0												ln12	damage %											-70	damage % base	10	damage % per level									300	speed modifier %											1								8	64																																				0	0
Blood Gorged	697	monster				monster skill 697		18																			red		ln56		damagepercent	ln12	attackrate	par3	velocitypercent	par4	item_assassin_knives	1																																																																												1	0		none												SC	SC	SC				1																1									1															0	1					0	8	0	0	1	1																						100	damage % base	10	damage % per level	100	attack speed %	40	velocity %	250	duration base	25	duration per level													1								8																																		1			0	0
Bloodwave	698	monster				monster skill 698		8													bloodexplosioncenter																																																																											17						bloodexplosioncenter	bloodexplosioncenter											1	5		none												A1	A1	A1																				1									1															1	1					0	8	0	0	1											stat('item_assassin_knives'.accr)	# of missiles	par3	activation frame	1	# missiles that can trigger modifiers											1	activation frame																			1								8	128																												50					5			0	0
Firedamp	699	monster				monster skill 699												pathofcarnagemissile																																																															sorceress_cast_fire																				pathofcarnagemissile													1	2		none												SC	SC	xx																				1						sorceress_cast_fire			1															1	1					0	8	0	0	1																																															1								7															fire	8	4	4	4	4	4	12	6	6	6	6	6	((stat('energy'.accr)*(100+stat('skillmod_sorceress_1'.accr)))/100)									0	0
Flay	700	monster				monster skill 700	6	11													flaycenter	flaycenter	flaycenter																																																											weapon_giant_1														19						flaycenter	flaycenter	flaycenter										1	7		h2h		mele										A1	A1	xx				1		1	1								1														1															1	1					0	8	0	0	1											1	bolts created					0	% damage dealt as elemental																													1						96		8	32																																	4			0	0
Crackling Trap	701	monster				monster skill 701												cracklingtrapcenter																																																															sorceress_cast_lightning											light_cast_1									cracklingtrapcenter													1	5		none												SC	SC	xx				1																1									1															1	1					0	8	0	0	1													ln34*(100+stat('skillmod_barbarian_3'.accr))/100	stun length													50	stun length base	5	stun length per level																	1								8															ltng	1						24	6	6	6	6	6	((stat('energy'.accr)*(100+stat('skillmod_sorceress_1'.accr)))/100)						4			0	0
Chaos Bolt	702	monster				monster skill 702												chaosboltdelay																																																																										psychic_hammer_curse									chaosboltdelay													1	6		none												SC	SC	xx																				1									1															1	1					0	8	0	0	1																																															1								8		4	1	1	1	1	1	8	2	2	2	2	2	((stat('energy'.accr)*(100+stat('skillmod_sorceress_1'.accr)))/100)	mag	4	1	1	1	1	1	8	2	2	2	2	2	((stat('energy'.accr)*(100+stat('skillmod_sorceress_1'.accr)))/100)									0	0
Chilled Phantasm	703	monster				monster skill 703	6	11													chilledstrikecenter	chilledstrikecenter	chilledstrikecenter						ln34	ln12																																																			sorceress_cast_cold											ice_cast_2				19						chilledstrikecenter	chilledstrikecenter	chilledstrikecenter										1	7		h2h		mele										A1	A1	A1				1		1	1								1														1															1	1					0	8	0	0	1											1	missiles					0	% damage dealt as elemental					4	blast radius base	1	blast radius per level	100	freeze length base	10	freeze length per level																	1								8															cold	8	2	2	2	2	2	16	4	4	4	4	4	((stat('energy'.accr)*(100+stat('skillmod_sorceress_1'.accr)))/100)	100	10	10	10	stat('item_coldspell_duration'.accr)	4	1		0	0
Doom Phantom	704	monster				monster skill 704		18																			fullsetgeneric		ln56		fireresist	100	coldresist	100	lightresist	100	poisonresist	100	damageresist	100	magicresist	100																																							assassin_bladeshield																																	1	0		none												SC	SC	SC				1																1									1															0	1					0	8	0	0	1	1																														100	duration base	2	duration per level													1								8																																		1			0	0
Shock Nova	705	monster				monster skill 705		22													shocknova	shocknova	shocknova																																																										diablo_boneprison_rise															25						shocknova				0	velocity adder							1	7		none												A1	A1	A1																				36	10								1															0	1					0	8	0	0	1											0	velocity adder																																			1								8	128																																	11			0	0
Elden Stars	706	monster				monster skill 706												eldenstarscenter																																																															paladin_holybolt_cast											cast_undead									eldenstarscenter													1	7		none												SC	SC	xx																				1						paladin_holybolt_cast	cast_undead		1															1	1					0	8	0	1	1																																															1								8															mag	4	1	1	1	1	1	8	2	2	2	2	2	((stat('energy'.accr)*(100+stat('skillmod_sorceress_1'.accr)))/100)									0	0
Fire Crown	707	monster				monster skill 707												firecrowncenter																																																															sorceress_cast_fire											fire_cast_2									firecrowncenter													1	2		none												SC	SC	xx																				1						sorceress_cast_fire			1															1	1					0	8	0	0	1																																															1								8															fire	4	1	1	1	1	1	8	2	2	2	2	2	((stat('energy'.accr)*(100+stat('skillmod_sorceress_1'.accr)))/100)						5			0	0
Hellgate	708	monster				monster skill 708		28													hellgatedelay	hellgatedelay	hellgatedelay																																																										sorceress_cast_fire											fire_cast_1				28						hellgatedelay												1	7		none												SC	SC	xx					4				1											1						sorceress_cast_fire			1															1	1					0	8	0	0	1																																															1								8															fire	8	2	2	2	2	2	12	3	3	3	3	3	((stat('energy'.accr)*(100+stat('skillmod_sorceress_1'.accr)))/100)									0	0
Hellgate Melee	709	monster				monster skill 709		28													hellgatemeleedelay	hellgatemeleedelay	hellgatemeleedelay																																																										sorceress_cast_fire											fire_cast_1				28						hellgatemeleedelay												1	7		none												SC	SC	xx					4				1											1						sorceress_cast_fire			1															1	1					0	8	0	0	1																																															1								8															fire	8	2	2	2	2	2	12	3	3	3	3	3	((stat('energy'.accr)*(100+stat('skillmod_sorceress_1'.accr)))/100)									0	0
Putrid Spawner	710	monster				monster skill 710												putridcenter																																																															baal_summon											psychic_hammer_curse									putridcenter													1	7		none												SC	SC	xx																				1									1															1	1					0	8	0	1	1																																															1								8															mag	4	1	1	1	1	1	8	2	2	2	2	2	((stat('energy'.accr)*(100+stat('skillmod_sorceress_1'.accr)))/100)									0	0
Fire Streak	711	monster				monster skill 711												firestreakmaker																																																															sorceress_cast_fire											fire_cast_2									firestreakmaker													1	2		none												SC	SC	xx																				1						sorceress_cast_fire			1															1	1					0	8	0	0	1																																															1								4															fire	24	6	6	6	6	6	32	8	8	8	8	8	((stat('energy'.accr)*(100+stat('skillmod_sorceress_1'.accr)))/100)						5			0	0
Black Death Berserk	712	monster				monster skill 712		30																		3		berserk	ln34	1	item_maxhp_percent	-50	item_maxmana_percent	-50																																															necromancer_curse_cast														18	30						curseamplifydamage		cursecast										1	9		none												SC	SC	S2					4															1						necromancer_curse_cast			1															0	1					0	8	0	0	1																											150	duration base	75	duration per level																	1								8																																					0	0
Black Death Cripple	713	monster				monster skill 713		30																		3		cursecripple	ln34	ln12	damagepercent	(-1)*dm56	item_tohit_percent	(-1)*dm78																																															necromancer_curse_cast														18	30						curseamplifydamage		cursecast										1	9		none												SC	SC	S2					4															1						necromancer_curse_cast			1															0	1					0	8	0	0	1																							3	radius base	1	radius per level	150	duration base	50	duration per level	5	damage penalty % min	105	damage penalty % max	0	attack rating penalty % min	100	attack rating penalty % max									1								8																																					0	0
