Treasure Class	*Laz/Info	*Laz/ItemChanceTotal	*Laz/ItemChance	*Laz/Unq	*Laz/Set	*Laz/Rar	*Laz/Mag	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	*ItemProbSum	*ItemProbTotal	*TreasureClassDropChance	*eol
Act 2 (H) Super Bx	Nerfed Superunique		184,75%	1,04%	3,00%	10,72%	100,00%	18	69	-5	433	512	833	1024	0	Act 2 (H) Citem B	1	Act 2 (H) Uitem B	2	Potion 6 Special	2																		0
Act 2 (H) Super Cx	Nerfed Superunique		185,47%	1,04%	3,00%	10,72%	100,00%	18	72	-5	433	512	833	1024	0	Act 2 (H) Citem C	1	Act 2 (H) Uitem C	2	Potion 6 Special	2																		0
Act 3 (H) Super Ax	Nerfed Superunique		186,21%	1,04%	3,00%	10,72%	100,00%	18	73	-5	433	512	833	1024	0	Act 3 (H) Citem A	1	Act 3 (H) Uitem A	2	Potion 6 Special	2																		0
Act 3 (H) Super Bx	Nerfed Superunique		186,96%	1,04%	3,00%	10,72%	100,00%	18	75	-5	433	512	833	1024	0	Act 3 (H) Citem B	1	Act 3 (H) Uitem B	2	Potion 6 Special	2																		0
Act 3 (H) Super Cx	Nerfed Superunique		187,72%	1,04%	3,00%	10,72%	100,00%	18	78	-5	433	512	833	1024	0	Act 3 (H) Citem C	1	Act 3 (H) Uitem C	2	Potion 6 Special	2																		0
Act 4 (H) Super Ax	Nerfed Superunique		188,50%	1,04%	3,00%	10,72%	100,00%	18	81	-5	433	512	833	1024	0	Act 4 (H) Citem A	1	Act 4 (H) Uitem A	2	Potion 6 Special	2																		0
Act 4 (H) Super Bx	Nerfed Superunique		189,29%	1,04%	3,00%	10,72%	100,00%	18	84	-5	433	512	833	1024	0	Act 4 (H) Citem B	1	Act 4 (H) Uitem B	2	Potion 6 Special	2																		0
Act 4 (H) Super Cx	Nerfed Superunique		189,29%	1,04%	3,00%	10,72%	100,00%	18	87	-5	433	512	833	1024	0	Act 4 (H) Citem B	1	Act 4 (H) Uitem B	2	Potion 6 Special	2																		0
Act 5 (H) Super Ax	Nerfed Superunique		190,09%	1,04%	3,00%	10,72%	100,00%	18	90	-5	433	512	833	1024	0	Act 5 (H) Citem A	1	Act 5 (H) Uitem A	2	Potion 6 Special	2																		0
Act 5 (H) Super Bx	Nerfed Superunique		190,91%	1,04%	3,00%	10,72%	100,00%	18	93	-5	433	512	833	1024	0	Act 5 (H) Citem B	1	Act 5 (H) Uitem B	2	Potion 6 Special	2																		0
Act 5 (H) Super Cx	Nerfed Superunique		191,74%	1,04%	3,00%	10,72%	100,00%	18	96	-5	433	512	833	1024	0	Act 5 (H) Citem C	1	Act 5 (H) Uitem C	2	Potion 6 Special	2																		0
Unique Demonheart	Demonheart									-1	1024	1024	1024	1024	0	dh1	1																						0
Unique Demonheart (N)	Demonheart									-1	1024	1024	1024	1024	0	dh1	1																						0
Unique Demonheart (H)	Demonheart									-1	1024	1024	1024	1024	0	dh1	1																						0
Trophy Chaosphere	Chaosphere									-1	1024	1024	1024	1024	0	rf1	1																						0
Trophy Chaosphere (N)	Chaosphere									-1	1024	1024	1024	1024	0	rf1	1																						0
Trophy Chaosphere (H)	Chaosphere									-1	1024	1024	1024	1024	0	rf1	1																						0
Trophy Old Religion	Old Religion									-1	1024	1024	1024	1024	0	rf2	1																						0
Trophy Old Religion (N)	Old Religion									-1	1024	1024	1024	1024	0	rf2	1																						0
Trophy Old Religion (H)	Old Religion									-1	1024	1024	1024	1024	0	rf2	1																						0
Drop Trophy 3	Boss drops for new items									-1	1024	1024	1024	1024	0	rf3	1																						0
Drop Trophy 3 (N)	Boss drops for new items									-1	1024	1024	1024	1024	0	rf3	1																						0
Drop Trophy 3 (H)	Boss drops for new items									-1	1024	1024	1024	1024	0	rf3	1																						0
Trophy Sankekur	Bust of Sankekur									-1	1024	1024	1024	1024	0	rf4	1																						0
Trophy Sankekur (N)	Bust of Sankekur									-1	1024	1024	1024	1024	0	rf4	1																						0
Trophy Sankekur (H)	Bust of Sankekur									-1	1024	1024	1024	1024	0	rf4	1																						0
The Butcher	Mini Boss	2 items + 1 gem + 2 potions	234,23%	1,60%	5,28%	16,52%	100,00%			-6	640	733	900	1024	0	Act 1 Citem B	2	Act 1 Uitem B	2	Unique Demonheart	1																		0
The Butcher (N)	Mini Boss	2 items + 1 gem + 2 potions	248,15%	1,60%	5,28%	16,52%	100,00%			-6	640	733	900	1024	0	Act 1 (N) Citem B	2	Act 1 (N) Uitem B	2	Unique Demonheart (N)	1																		0
The Butcher (H)	Mini Boss	2 items + 1 gem + 2 potions	265,29%	1,60%	5,28%	16,52%	100,00%			-6	640	733	900	1024	0	Act 1 (H) Citem B	2	Act 1 (H) Uitem B	2	Unique Demonheart (H)	1																		0
Blood Raven	Mini Boss	2 items + 1 gem + 2 potions	234,23%	1,60%	5,28%	16,52%	100,00%			-6	640	733	900	1024	0	Act 1 Citem B	2	Act 1 Uitem B	2	Potion 2	2																		0
Blood Raven (N)	Mini Boss	2 items + 1 gem + 2 potions	248,15%	1,60%	5,28%	16,52%	100,00%			-6	640	733	900	1024	0	Act 1 (N) Citem B	2	Act 1 (N) Uitem B	2	Potion 6 Special	2																		0
Blood Raven (H)	Mini Boss	2 items + 1 gem + 2 potions	265,29%	1,60%	5,28%	16,52%	100,00%			-6	640	733	900	1024	0	Act 1 (H) Citem B	2	Act 1 (H) Uitem B	2	Potion 6 Special	2																		0
Griswold	Mini Boss	2 items + 1 gem + 2 potions	235,14%	4,95%	12,39%	35,31%	100,00%			-6	900	900	966	1024	0	Act 1 Citem C	2	Act 1 Uitem C	2	Potion 4	2																		0
Griswold (N)	Mini Boss	2 items + 1 gem + 2 potions	266,67%	4,95%	12,39%	35,31%	100,00%			-6	900	900	966	1024	0	Act 1 (H) Citem C	2	Act 1 (H) Uitem C	2	Potion 6 Special	2																		0
Griswold (H)	Mini Boss	2 items + 1 gem + 2 potions	266,67%	4,95%	12,39%	35,31%	100,00%			-6	900	900	966	1024	0	Act 1 (H) Citem C	2	Act 1 (H) Uitem C	2	Potion 6 Special	2																		0
Countess Rune	Mini Boss Sub									-20				1024	5	Runes 4	15																						0
Countess Rune (N)	Mini Boss Sub									-20				1024	5	Runes 8	15																						0
Countess Rune (H)	Mini Boss Sub									-20				1024	5	Runes 12	15																						0
Countess Item	Deprecated	2 items + 1 gem + 2 potions	235,14%	4,95%	12,39%	35,31%	100,00%			-6	900	900	966	1024	0	Act 1 Citem C	2	Act 1 Uitem C	2	Potion 4	2																		0
Countess Item (N)	Deprecated	2 items + 1 gem + 2 potions	266,67%	4,95%	12,39%	35,31%	100,00%			-6	900	900	966	1024	0	Act 1 (H) Citem C	2	Act 1 (H) Uitem C	2	Potion 6 Special	2																		0
Countess Item (H)	Deprecated	2 items + 1 gem + 2 potions	266,67%	4,95%	12,39%	35,31%	100,00%			-6	900	900	966	1024	0	Act 1 (H) Citem C	2	Act 1 (H) Uitem C	2	Potion 6 Special	2																		0
Countess	Mini Boss									-5				1024	0	Act 1 Citem C	2	Countess Rune	1	Potion 4	2																		0
Countess (N)	Mini Boss									-5				1024	0	Act 1 (H) Citem C	2	Countess Rune (N)	1	Potion 6 Special	2																		0
Countess (H)	Mini Boss									-5				1024	0	Act 1 (H) Citem C	2	Countess Rune (H)	1	Potion 6 Special	2																		0
Smith	Mini Boss	2 items + 1 gem + 2 potions	235,14%	1,20%	4,00%	12,96%	100,00%			-6	512	640	866	1024	0	Act 1 Citem C	2	Act 1 Uitem C	2	Potion 4	2																		0
Smith (N)	Mini Boss	2 items + 1 gem + 2 potions	266,67%	1,20%	4,00%	12,96%	100,00%			-6	512	640	866	1024	0	Act 1 (H) Citem C	2	Act 1 (H) Uitem C	2	Potion 6 Special	2																		0
Smith (H)	Mini Boss	2 items + 1 gem + 2 potions	266,67%	1,20%	4,00%	12,96%	100,00%			-6	512	640	866	1024	0	Act 1 (H) Citem C	2	Act 1 (H) Uitem C	2	Potion 6 Special	2																		0
Radament	Mini Boss	2 items + 1 gem + 2 potions	236,99%	4,95%	12,39%	35,31%	100,00%			-6	900	900	966	1024	0	Act 2 Citem B	2	Act 2 Uitem B	2	Potion 6 Special	2																		0
Radament (N)	Mini Boss	2 items + 1 gem + 2 potions	269,49%	4,95%	12,39%	35,31%	100,00%			-6	900	900	966	1024	0	Act 2 (H) Citem B	2	Act 2 (H) Uitem B	2	Potion 6 Special	2																		0
Radament (H)	Mini Boss	2 items + 1 gem + 2 potions	269,49%	4,95%	12,39%	35,31%	100,00%			-6	900	900	966	1024	0	Act 2 (H) Citem B	2	Act 2 (H) Uitem B	2	Potion 6 Special	2																		0
Summoner	Mini Boss	2 items + 1 gem + 2 potions	237,93%	6,75%	16,88%	39,38%	100,00%			-6	933	933	972	1024	0	Act 2 Citem C	2	Act 2 Uitem C	2	Potion 6 Special	2																		0
Summoner (N)	Mini Boss	2 items + 1 gem + 2 potions	252,67%	6,75%	16,88%	39,38%	100,00%			-7	933	933	972	1024	0	Act 2 (N) Citem C	2	Act 2 (N) Uitem C	2	Trophy Chaosphere (N)	1	dust	2																0
Summoner (H)	Mini Boss	2 items + 1 gem + 2 potions	270,94%	6,75%	16,88%	39,38%	100,00%			-7	933	933	972	1024	0	Act 2 (H) Citem C	2	Act 2 (H) Uitem C	2	Trophy Chaosphere (H)	1	dust	2																0
Shatterbone	Mini Boss	2 items + 1 gem + 2 potions	238,89%	4,95%	12,39%	35,31%	100,00%	18	20	-6	900	900	966	1024	0	Act 3 Citem B	2	Act 3 Uitem B	2	Trophy Old Religion	1	Old Religion Herb	1																0
Shatterbone (N)	Mini Boss	2 items + 1 gem + 2 potions	253,85%	4,95%	12,39%	35,31%	100,00%	18	48	-6	900	900	966	1024	0	Act 3 (N) Citem B	2	Act 3 (N) Uitem B	2	Trophy Old Religion (N)	1	Old Religion Herb	1																0
Shatterbone (H)	Mini Boss	2 items + 1 gem + 2 potions	272,41%	4,95%	12,39%	35,31%	100,00%	18	73	-6	900	900	966	1024	0	Act 3 (H) Citem B	2	Act 3 (H) Uitem B	2	Trophy Old Religion (H)	1	Old Religion Herb	1																0
Khamar	Mini Boss	2 items + 1 gem + 2 potions	238,89%	4,95%	12,39%	35,31%	100,00%	18	20	-6	900	900	966	1024	0	Act 3 Citem B	2	Act 3 Uitem B	2	Potion 6 Special	2																		0
Khamar (N)	Mini Boss	2 items + 1 gem + 2 potions	253,85%	4,95%	12,39%	35,31%	100,00%	18	48	-6	900	900	966	1024	0	Act 3 (N) Citem B	2	Act 3 (N) Uitem B	2	Potion 6 Special	2																		0
Khamar (H)	Mini Boss	2 items + 1 gem + 2 potions	272,41%	4,95%	12,39%	35,31%	100,00%	18	73	-6	900	900	966	1024	0	Act 3 (H) Citem B	2	Act 3 (H) Uitem B	2	Trophy Sankekur (H)	1	Sankekur Holy Symbol	1																0
Council	Mini Boss	2 items + 1 gem + 2 potions	241,84%	2,11%	6,86%	22,51%	100,00%			-6	733	800	933	1024	0	Act 4 Citem A	2	Act 4 Uitem A	2	Potion 6 Special	2																		0
Council (N)	Mini Boss	2 items + 1 gem + 2 potions	257,48%	2,11%	6,86%	22,51%	100,00%			-6	733	800	933	1024	0	Act 4 (N) Citem A	2	Act 4 (N) Uitem A	2	Potion 6 Special	2																		0
Council (H)	Mini Boss	2 items + 1 gem + 2 potions	276,99%	2,11%	6,86%	22,51%	100,00%			-6	733	800	933	1024	0	Act 4 (H) Citem A	2	Act 4 (H) Uitem A	2	Potion 6 Special	2																		0
Izual	Mini Boss	2 items + 1 gem + 2 potions	242,86%	4,95%	12,39%	35,31%	100,00%			-6	900	900	966	1024	0	Act 4 Citem B	2	Act 4 Uitem B	2	Potion 6 Special	2																		0
Izual (N)	Mini Boss	2 items + 1 gem + 2 potions	258,73%	4,95%	12,39%	35,31%	100,00%			-6	900	900	966	1024	0	Act 4 (N) Citem B	2	Act 4 (N) Uitem B	2	Potion 6 Special	2																		0
Izual (H)	Mini Boss	2 items + 1 gem + 2 potions	278,57%	4,95%	12,39%	35,31%	100,00%			-6	900	900	966	1024	0	Act 4 (H) Citem B	2	Act 4 (H) Uitem B	2	Potion 6 Special	2																		0
Haphesto	Mini Boss	2 items + 1 gem + 2 potions	243,88%	4,95%	12,39%	35,31%	100,00%			-6	900	900	966	1024	0	Act 5 Citem A	2	Act 5 Uitem A	2	Potion 6 Special	2																		0
Haphesto (N)	Mini Boss	2 items + 1 gem + 2 potions	260,00%	4,95%	12,39%	35,31%	100,00%			-6	900	900	966	1024	0	Act 5 (N) Citem A	2	Act 5 (N) Uitem A	2	Potion 6 Special	2																		0
Haphesto (H)	Mini Boss	2 items + 1 gem + 2 potions	280,18%	4,95%	12,39%	35,31%	100,00%			-6	900	900	966	1024	0	Act 5 (H) Citem A	2	Act 5 (H) Uitem A	2	Potion 6 Special	2																		0
Nihlathak	Mini Boss	2 items + 1 gem + 2 potions	244,93%	4,95%	12,39%	35,31%	100,00%			-6	900	900	966	1024	0	Act 5 Citem B	2	Act 5 Uitem B	2	Potion 6 Special	2																		0
Nihlathak (N)	Mini Boss	2 items + 1 gem + 2 potions	261,29%	4,95%	12,39%	35,31%	100,00%			-6	900	900	966	1024	0	Act 5 (N) Citem B	2	Act 5 (N) Uitem B	2	Potion 6 Special	2																		0
Nihlathak (H)	Mini Boss	2 items + 1 gem + 2 potions	281,82%	4,95%	12,39%	35,31%	100,00%			-6	900	900	966	1024	0	Act 5 (H) Citem B	2	Act 5 (H) Uitem B	2	Potion 6 Special	2																		0
Cow King	Mini Boss	2 items	235,14%	4,95%	12,39%	35,31%	100,00%			-6	900	900	966	1024	0	Act 1 Citem C	2	Act 1 Uitem C	2	vps	2																		0
Cow King (N)	Mini Boss	2 items	266,67%	4,95%	12,39%	35,31%	100,00%			-6	900	900	966	1024	0	Act 1 (H) Citem C	2	Act 1 (H) Uitem C	2	vps	2																		0
Cow King (H)	Mini Boss	2 items	266,67%	4,95%	12,39%	35,31%	100,00%			-6	900	900	966	1024	0	Act 1 (H) Citem C	2	Act 1 (H) Uitem C	2	vps	2																		0
Andarielq	Act Boss		468,03%	14,99%	37,46%	100,00%	100			-6	983	983	1024	1024	0	Act 2 Citem A	1	Act 2 Uitem A	4	Potion 6 Special	1																		0
Andarielq (N)	Act Boss		475,19%	14,99%	37,46%	100,00%	100			-6	983	983	1024	1024	0	Act 2 (N) Citem A	1	Act 2 (N) Uitem A	4	Potion 6 Special	1																		0
Andarielq (H)	Act Boss		484,03%	14,99%	37,46%	100,00%	100			-6	983	983	1024	1024	0	Act 2 (H) Citem A	1	Act 2 (H) Uitem A	4	Potion 6 Special	1																		0
Andariel	Weaker Act Boss		304,08%	10,59%	26,48%	70,62%	100			-5	966	966	995	1024	0	Act 2 Citem A	3	Act 2 Uitem A	1	Potion 6 Special	1																		0
Andariel (N)	Weaker Act Boss		325,56%	10,59%	26,48%	70,62%	100			-5	966	966	995	1024	0	Act 2 (N) Citem A	3	Act 2 (N) Uitem A	1	Potion 6 Special	1																		0
Andariel (H)	Weaker Act Boss		352,10%	10,59%	26,48%	70,62%	100			-5	966	966	995	1024	0	Act 2 (H) Citem A	3	Act 2 (H) Uitem A	1	Potion 6 Special	1																		0
Durielq - Base	Act Boss		469,44%	14,99%	37,46%	100,00%	100			-6	983	983	1024	1024	0	Act 3 Citem A	1	Act 3 Uitem A	4	tsc	1																		0
Durielq (N) - Base	Act Boss		476,92%	14,99%	37,46%	100,00%	100			-6	983	983	1024	1024	0	Act 3 (N) Citem A	1	Act 3 (N) Uitem A	4	tsc	1																		0
Durielq (H) - Base	Act Boss		486,21%	14,99%	37,46%	100,00%	100			-6	983	983	1024	1024	0	Act 3 (H) Citem A	1	Act 3 (H) Uitem A	4	tsc	1																		0
Duriel - Base	Weaker Act Boss		308,33%	10,59%	26,48%	70,62%	100			-5	966	966	995	1024	0	Act 3 Citem A	3	Act 3 Uitem A	1	tsc	1																		0
Duriel (N) - Base	Weaker Act Boss		330,77%	10,59%	26,48%	70,62%	100			-5	966	966	995	1024	0	Act 3 (N) Citem A	3	Act 3 (N) Uitem A	1	tsc	1																		0
Duriel (H) - Base	Weaker Act Boss		358,62%	10,59%	26,48%	70,62%	100			-5	966	966	995	1024	0	Act 3 (H) Citem A	3	Act 3 (H) Uitem A	1	tsc	1																		0
Mephistoq	Act Boss		470,92%	14,99%	37,46%	100,00%	100			-6	983	983	1024	1024	0	Act 4 Citem A	1	Act 4 Uitem A	4	Potion 6 Special	1																		0
Mephistoq (N)	Act Boss		478,74%	14,99%	37,46%	100,00%	100			-6	983	983	1024	1024	0	Act 4 (N) Citem A	1	Act 4 (N) Uitem A	4	Potion 6 Special	1																		0
Mephistoq (H)	Act Boss		488,50%	14,99%	37,46%	100,00%	100			-6	983	983	1024	1024	0	Act 4 (H) Citem A	1	Act 4 (H) Uitem A	4	Potion 6 Special	1																		0
Mephisto	Weaker Act Boss		312,77%	10,59%	26,48%	70,62%	100			-5	966	966	995	1024	0	Act 4 Citem A	3	Act 4 Uitem A	1	Potion 6 Special	1																		0
Mephisto (N)	Weaker Act Boss		336,22%	10,59%	26,48%	70,62%	100			-5	966	966	995	1024	0	Act 4 (N) Citem A	3	Act 4 (N) Uitem A	1	Potion 6 Special	1																		0
Mephisto (H)	Weaker Act Boss		365,49%	10,59%	26,48%	70,62%	100			-5	966	966	995	1024	0	Act 4 (H) Citem A	3	Act 4 (H) Uitem A	1	Potion 6 Special	1																		0
Diabloq	Act Boss		471,94%	14,99%	37,46%	100,00%	100			-6	983	983	1024	1024	0	Act 5 Citem A	1	Act 5 Uitem A	4	Potion 6 Special	1																		0
Diabloq (N)	Act Boss		480,00%	14,99%	37,46%	100,00%	100			-6	983	983	1024	1024	0	Act 5 (N) Citem A	1	Act 5 (N) Uitem A	4	Potion 6 Special	1																		0
Diabloq (H)	Act Boss		490,09%	14,99%	37,46%	100,00%	100			-6	983	983	1024	1024	0	Act 5 (H) Citem A	1	Act 5 (H) Uitem A	4	Potion 6 Special	1																		0
Diablo	Weaker Act Boss		315,83%	10,59%	26,48%	70,62%	100			-5	966	966	995	1024	0	Act 5 Citem A	3	Act 5 Uitem A	1	Potion 6 Special	1																		0
Diablo (N)	Weaker Act Boss		340,00%	10,59%	26,48%	70,62%	100			-5	966	966	995	1024	0	Act 5 (N) Citem A	3	Act 5 (N) Uitem A	1	Potion 6 Special	1																		0
Diablo (H)	Weaker Act Boss		370,27%	10,59%	26,48%	70,62%	100			-5	966	966	995	1024	0	Act 5 (H) Citem A	3	Act 5 (H) Uitem A	1	Potion 6 Special	1																		0
Baalq	Act Boss		473,53%	14,99%	37,46%	100,00%	100			-6	983	983	1024	1024	0	Act 1 (N) Citem A	1	Act 1 (N) Uitem A	4	Potion 6 Special	1																		0
Baalq (N)	Act Boss		481,97%	14,99%	37,46%	100,00%	100			-6	983	983	1024	1024	0	Act 1 (H) Citem A	1	Act 1 (H) Uitem A	4	Potion 6 Special	1																		0
Baalq (H)	Act Boss		491,74%	14,99%	37,46%	100,00%	100			-6	983	983	1024	1024	0	Act 5 (H) Citem C	1	Act 5 (H) Uitem C	4	Potion 6 Special	1																		0
Baal	Weaker Act Boss		320,59%	10,59%	26,48%	70,62%	100			-5	966	966	995	1024	0	Act 1 (N) Citem A	3	Act 1 (N) Uitem A	1	Potion 6 Special	1																		0
Baal (N)	Weaker Act Boss		345,90%	10,59%	26,48%	70,62%	100			-5	966	966	995	1024	0	Act 1 (H) Citem A	3	Act 1 (H) Uitem A	1	Potion 6 Special	1																		0
Baal (H)	Weaker Act Boss		375,23%	10,59%	26,48%	70,62%	100			-5	966	966	995	1024	0	Act 5 (H) Citem C	3	Act 5 (H) Uitem C	1	Potion 6 Special	1																		0
Durielq	Deprecated									5					0	tsc	1	Durielq - Base	2																				0
Durielq (N)	Deprecated									5					0	tsc	1	Durielq (N) - Base	2																				0
Durielq (H)	Deprecated									5					0	tsc	1	Durielq (H) - Base	2																				0
Duriel	Deprecated									5					0	tsc	1	Duriel - Base	2																				0
Duriel (N)	Deprecated									5					0	tsc	1	Duriel (N) - Base	2																				0
Duriel (H)	Deprecated									5					0	tsc	1	Duriel (H) - Base	2																				0
ROP										1	1024				0	Diablo	1																						0
ROP (N)										1	1024				0	Diablo (N)	4	Annihilus	1																				0
ROP (H)										1	1024				0	Annihilus	1																						0
Uber Andariel										1	1024				0	dhn	1																						0
Uber Duriel										1	1024				0	bey	1																						0
Uber Izual										1	1024				0	mbr	1																						0
Pandemonium Key A										1	1024				0	pk1	1																						0
Pandemonium Key B										1	1024				0	pk2	1																						0
Pandemonium Key C										1	1024				0	pk3	1																						0
																																							0
