Missile	*ID	*Laz	pCltDoFunc	pCltHitFunc	pSrvDoFunc	pSrvHitFunc	pSrvDmgFunc	SrvCalc1	*srv calc 1 desc	Param1	*param1 desc	Param2	*param2 desc	Param3	*param3 desc	Param4	*param4 desc	Param5	*param5 desc	CltCalc1	*client calc 1 desc	CltParam1	*client param1 desc	CltParam2	*client param2 desc	CltParam3	*client param3 desc	CltParam4	*client param4 desc	CltParam5	*client param5 desc	SHitCalc1	*server hit calc 1 desc	sHitPar1	*server hit param1 desc	sHitPar2	*server hit param2 desc	sHitPar3	*server hit param3 desc	CHitCalc1	*client hit calc1 desc	cHitPar1	*client hit param1 desc	cHitPar2	*client hit param2 desc	cHitPar3	*client hit param3 desc	DmgCalc1	*damage calc 1	dParam1	*damage param1 desc	dParam2	*damage param2 desc	Vel	MaxVel	VelLev	Accel	Range	LevRange	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	animrate	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	ClientSend	NextHit	NextDelay	xoffset	yoffset	zoffset	Size	SrcTown	CltSrcTown	CanDestroy	ToHit	AlwaysExplode	Explosion	Town	NoUniqueMod	NoMultiShot	Holy	CanSlow	ReturnFire	GetHit	SoftHit	KnockBack	Trans	Pierce	MissileSkill	Skill	ResultFlags	HitFlags	HitShift	ApplyMastery	SrcDamage	Half2HSrc	SrcMissDmg	MinDamage	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDamage	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	MinELev1	MinELev2	MinELev3	MinELev4	MinELev5	EMax	MaxELev1	MaxELev2	MaxELev3	MaxELev4	MaxELev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood	DamageRate	TravelSound	HitSound	ProgSound	ProgOverlay	ExplosionMissile	SubMissile1	SubMissile2	SubMissile3	HitSubMissile1	HitSubMissile2	HitSubMissile3	HitSubMissile4	CltSubMissile1	CltSubMissile2	CltSubMissile3	CltHitSubMissile1	CltHitSubMissile2	CltHitSubMissile3	CltHitSubMissile4	*eol
placeholder 706	706		8	10	1																	3	# of Subloops for CltSubMissile1 (Min=1)																															30	30			25		4		255	255	255	2	0	2	null	1024	2	16					3	1		1		1							2											1					1			PrimeLightning			8																		ltng	15	0	0	0	0	0	30	30	50	50	50	50							1			monster_lightning_1			lightning									lightninghit							0
placeholder 707	707		8	10	1																	3	# of Subloops for CltSubMissile1 (Min=1)																															30	30			25		4		255	255	255	2	0	2	null	1024	2	16					3	1		1		1							2											1					1			PrimeLightning			8																		ltng	15	0	0	0	0	0	30	30	50	50	50	50							1			monster_lightning_1			lightning									lightninghit							0
placeholder 708	708		8	10	1																	3	# of Subloops for CltSubMissile1 (Min=1)																															30	30			25		4		255	255	255	2	0	2	null	1024	2	16					3	1		1		1							2											1					1			PrimeLightning			8																		ltng	15	0	0	0	0	0	30	30	50	50	50	50							1			monster_lightning_1			lightning									lightninghit							0
placeholder 709	709		8	10	1																	3	# of Subloops for CltSubMissile1 (Min=1)																															30	30			25		4		255	255	255	2	0	2	null	1024	2	16					3	1		1		1							2											1					1			PrimeLightning			8																		ltng	15	0	0	0	0	0	30	30	50	50	50	50							1			monster_lightning_1			lightning									lightninghit							0
placeholder 710	710		8	10	1																	3	# of Subloops for CltSubMissile1 (Min=1)																															30	30			25		4		255	255	255	2	0	2	null	1024	2	16					3	1		1		1							2											1					1			PrimeLightning			8																		ltng	15	0	0	0	0	0	30	30	50	50	50	50							1			monster_lightning_1			lightning									lightninghit							0
placeholder 711	711		8	10	1																	3	# of Subloops for CltSubMissile1 (Min=1)																															30	30			25		4		255	255	255	2	0	2	null	1024	2	16					3	1		1		1							2											1					1			PrimeLightning			8																		ltng	15	0	0	0	0	0	30	30	50	50	50	50							1			monster_lightning_1			lightning									lightninghit							0
placeholder 712	712		8	10	1																	3	# of Subloops for CltSubMissile1 (Min=1)																															30	30			25		4		255	255	255	2	0	2	null	1024	2	16					3	1		1		1							2											1					1			PrimeLightning			8																		ltng	15	0	0	0	0	0	30	30	50	50	50	50							1			monster_lightning_1			lightning									lightninghit							0
placeholder 713	713		8	10	1																	3	# of Subloops for CltSubMissile1 (Min=1)																															30	30			25		4		255	255	255	2	0	2	null	1024	2	16					3	1		1		1							2											1					1			PrimeLightning			8																		ltng	15	0	0	0	0	0	30	30	50	50	50	50							1			monster_lightning_1			lightning									lightninghit							0
cracklingstrikecenter	714		1	51	1	45																												4	disc radius	1	use random missile path					4	submissile count	1	use random missile path									0	0			1				255	255	255	2	0	2	null	1024	2	16																						1			1	1							1																																											1							cracklingstrikewave				cracklingstrikewave							cracklingstrikewave				0
cracklingstrikewave	715		8	10	1																	3	submissile subloops																															30	30		-1000	13		4		192	192	255	0	0	0	CracklingStrikeWave	1024	13	16					3			1				1	4				1											1	1	1			1			Crackling Strike	4																																						64	16			monster_lightning_1			lightning									lightninghit							0
pantheonstrikewave	716		8	10	1																	3	submissile subloops																															32	32		-500	13		4		192	192	255	0	0	0	PantheonStrikeWave	1024	13	16					3			1									1											1	1	1			1			Pantheon Strike	4																																						64	16			sorceress_thunder_bolt			lightning									lightninghit							0
windshearwave	717		1		1		1																																									dl12	damage conversion	50	% damage conversion base	0	% damage conversion per level	20	20		-250	11	1			255	255	255	0	0	0	expansion\hurricane_swoosh	1024	11	16					3			1				1	4				3				1							1	1	1			1			Windshear	4				64																mag																		48	16			druid_hurricane	impact_cold_1																		0
tremorcenter	718		12	30	1	29																2	shake magnitude	1	shake duration									2	hit missile increment							2	hit missile increment											0	0			1				255	255	255	2	0	2	null	1024	2	16																						1			1	1							1																																											1											tremorwave							tremorwave				0
tremorwave	719		1		1		9			0	stun length (if 0, use skill)																																							0	stun length			20	20		-2000	14				255	255	255	0	0	0	expansion\shockwave	1024	7	8					3			1		1		1	4				1				1							1	1	1			1			Tremor	4				192																																		64	8			druid_shockwave																			0
gatheringstormmissile	720		19		27		1			10	damage delay (if 0, use skill)	0	damage radius (if 0, use skill)									1	submissile spawn rate	19	submissile direction increment																							dl12	damage conversion	50	% damage conversion base	0	% damage conversion per level	0	0			50	10			255	255	255	0	0	1	expansion\tornado	1024	40	16		1	12	36				1		1		1	25				3				1								1	1			1			Gathering Storm	5				32																mag																		10	1			druid_tornado	impact_cold_1											gatheringstormsubmissile							0
gatheringstormsubmissile	721	visual only	1		1																																																	14	14		-1000	11				255	255	255	0	0	0	expansion\hurricane_swoosh	1024	11	16								1									2													1			1				12																																						112	16			druid_hurricane																			0
manticorestrikecenter	722		1	30	1	29																												8	hit missile increment							8	hit missile increment											0	0			2				255	255	255	2	0	2	null	1024	2	16																						1			1	1							1																																											1											manticorestrikewave							manticorestrikewave				0
manticorestrikewave	723		1	44	1	36				2	spawn frame	2	spawn frame delay																																									16	16			8				255	255	255	0	0	2	Expansion\bladefury_C	1024	7	16					6												1					1			1	1																																																		1			weapon_throw_1								manticorestrikewall							manticorestrikewall				0
manticorestrikewall	724		1	10	1																																																	0	0			100	10	2	4	178	178	255	0	0	1	Expansion\bladefury_C	1024	7	16					3	1		1		1		1	4				2												1	1		100				Manticore Strike	4		8																		ltng																		64	1			assassin_staticfield	assassin_bladefury_hit		lightning																0
rollingthunderwave	725		19	10	1		9			0	stun length (if 0, use skill)											2	missile spawn rate	19	increment																													10	10			24		6		192	192	255	1	0	1	LightningStrike	1024	16	16					3			1		1		1	4				1												1	1		50	1			Rolling Thunder	4	112	8																																					1			monster_lightning_1			lightning									hurricanerock							0
roarstuncenter	726		12	30	1	29																2	shake magnitude	1	shake duration									2	hit missile increment							2	hit missile increment											0	0			1				255	255	255	2	0	2	null	1024	2	16																						1			1	1							1																																											1											roarstunwave							roarstunwave				0
roarstunwave	727		1		1		9			0	stun length (if 0, use skill)																																							0	stun length			20	20		-1000	125	10			255	255	255	0	0	0	expansion\shockwave	1024	7	8					3			1		1		1	4				1											1	1	1		128	1			Roar	4		8																																				64	8			druid_shockwave																			0
najastrikewave	728		1	44	1	36																																																24	24			7				255	255	255	0	0	1	expansion\FireSpikes	1024	7	16																	1					1			1	1																																																		1			weapon_throw_1	sorceress_firebolt_impact_1							najastriketripbomb							najastriketripbomb				0
najastriketripbomb	729		1		1																													0	blast radius																							200	10	2		255	178	64	0	0	1	expansion\FireSpikesGround	1024	8	16					3	1		1	1	1	1						2								1	1										Naja Strike	5		8																		fire																			32							bomb explosion	catapult spike explosion														0
thumperthrow	730		1	44	1	36																																																12	12			11				255	255	255	1	0	1	expansion\caltrops	1024	8	16		1		7	3			1									1					1	1			1													8																																					32											thumpertrap							thumpertrap				0
thumpertrap	731		19	30	1	29																24	submissile spawn rate	8	direction index increment									2	hit missile increment							1	hit missile increment															100		2		178	178	255	0	0	1	expansion\caltrops	1024	10	16	1								1	1	1						2					1									1		1						8																																					8			assassin_staticfield			lightning					thumperwave				bigheadexp			thumperwave				0
thumperwave	732		8	10	1		9			0	stun length (if 0, use skill)											1	subloops																															10	10		-500	21				255	255	255	1	0	0	expansion\shockwave	1024	7	8					3			1		1		1	4				1											1	1	1			1			Thumper	4																																						64	8			monster_lightning_1			lightning									novasubmissile							0
bearstrikecenter	733		12	30	1	29																2	shake magnitude	1	shake duration									1	hit missile increment							1	hit missile increment											0	0			50		3	1	178	178	255	2	0	2	null	1024	2	16																						1			1	1							1																																											1											bearstrikewave							bearstrikewave				0
