ItemType	*Laz/Id	*Laz/Merc	*Laz/Comment	Code	Equiv1	Equiv2	Repair	Body	BodyLoc1	BodyLoc2	Shoots	Quiver	Throwable	Reload	ReEquip	AutoStack	Magic	Rare	Normal	Beltable	MaxSockets1	MaxSocketsLevelThreshold1	MaxSockets2	MaxSocketsLevelThreshold2	MaxSockets3	TreasureClass	Rarity	StaffMods	Class	VarInvGfx	InvGfx1	InvGfx2	InvGfx3	InvGfx4	InvGfx5	InvGfx6	StorePage	*eol
Placeholder Item Type 13954	13954			h30s			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13955	13955			h30t			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13956	13956			h30u			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13957	13957			h30v			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13958	13958			h30w			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13959	13959			h30x			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13960	13960			h30y			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13961	13961			h30z			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13962	13962			i30a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13963	13963			i30b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13964	13964			i30c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13965	13965			i30d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13966	13966			i30e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13967	13967			i30f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13968	13968			i30g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13969	13969			i30h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13970	13970			i30i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13971	13971			i30j			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13972	13972			i30k			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13973	13973			i30l			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13974	13974			i30m			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13975	13975			i30n			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13976	13976			i30o			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13977	13977			i30p			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13978	13978			i30q			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13979	13979			i30r			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13980	13980			i30s			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13981	13981			i30t			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13982	13982			i30u			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13983	13983			i30v			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13984	13984			i30w			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13985	13985			i30x			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13986	13986			i30y			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13987	13987			i30z			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13988	13988			j30a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13989	13989			j30b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13990	13990			j30c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13991	13991			j30d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13992	13992			j30e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13993	13993			j30f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13994	13994			j30g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13995	13995			j30h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13996	13996			j30i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13997	13997			j30j			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13998	13998			j30k			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 13999	13999			j30l			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14000	14000			j30m			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14001	14001			j30n			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14002	14002			j30o			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14003	14003			j30p			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14004	14004			j30q			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14005	14005			j30r			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14006	14006			j30s			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14007	14007			j30t			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14008	14008			j30u			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14009	14009			j30v			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14010	14010			j30w			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14011	14011			j30x			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14012	14012			j30y			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14013	14013			j30z			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14014	14014			k30a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14015	14015			k30b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14016	14016			k30c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14017	14017			k30d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14018	14018			k30e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14019	14019			k30f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14020	14020			k30g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14021	14021			k30h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14022	14022			k30i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14023	14023			k30j			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14024	14024			k30k			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14025	14025			k30l			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14026	14026			k30m			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14027	14027			k30n			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14028	14028			k30o			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14029	14029			k30p			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14030	14030			k30q			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14031	14031			k30r			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14032	14032			k30s			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14033	14033			k30t			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14034	14034			k30u			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14035	14035			k30v			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14036	14036			k30w			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14037	14037			k30x			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14038	14038			k30y			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14039	14039			k30z			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14040	14040			l30a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14041	14041			l30b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14042	14042			l30c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14043	14043			l30d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14044	14044			l30e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14045	14045			l30f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14046	14046			l30g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14047	14047			l30h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14048	14048			l30i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14049	14049			l30j			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14050	14050			l30k			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14051	14051			l30l			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14052	14052			l30m			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14053	14053			l30n			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14054	14054			l30o			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14055	14055			l30p			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14056	14056			l30q			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14057	14057			l30r			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14058	14058			l30s			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14059	14059			l30t			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14060	14060			l30u			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14061	14061			l30v			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14062	14062			l30w			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14063	14063			l30x			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14064	14064			l30y			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14065	14065			l30z			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14066	14066			m30a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14067	14067			m30b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14068	14068			m30c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14069	14069			m30d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14070	14070			m30e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14071	14071			m30f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14072	14072			m30g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14073	14073			m30h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14074	14074			m30i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14075	14075			m30j			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14076	14076			m30k			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14077	14077			m30l			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14078	14078			m30m			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14079	14079			m30n			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14080	14080			m30o			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14081	14081			m30p			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14082	14082			m30q			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14083	14083			m30r			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14084	14084			m30s			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14085	14085			m30t			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14086	14086			m30u			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14087	14087			m30v			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14088	14088			m30w			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14089	14089			m30x			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14090	14090			m30y			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14091	14091			m30z			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14092	14092			n30a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14093	14093			n30b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14094	14094			n30c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14095	14095			n30d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14096	14096			n30e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14097	14097			n30f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14098	14098			n30g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14099	14099			n30h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14100	14100			n30i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14101	14101			n30j			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14102	14102			n30k			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14103	14103			n30l			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14104	14104			n30m			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14105	14105			n30n			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14106	14106			n30o			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14107	14107			n30p			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14108	14108			n30q			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14109	14109			n30r			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14110	14110			n30s			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14111	14111			n30t			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14112	14112			n30u			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14113	14113			n30v			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14114	14114			n30w			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14115	14115			n30x			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14116	14116			n30y			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14117	14117			n30z			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14118	14118			o30a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14119	14119			o30b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14120	14120			o30c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14121	14121			o30d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14122	14122			o30e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14123	14123			o30f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14124	14124			o30g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14125	14125			o30h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14126	14126			o30i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14127	14127			o30j			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14128	14128			o30k			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14129	14129			o30l			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14130	14130			o30m			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14131	14131			o30n			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14132	14132			o30o			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14133	14133			o30p			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14134	14134			o30q			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14135	14135			o30r			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14136	14136			o30s			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14137	14137			o30t			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14138	14138			o30u			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14139	14139			o30v			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14140	14140			o30w			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14141	14141			o30x			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14142	14142			o30y			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14143	14143			o30z			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14144	14144			p30a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14145	14145			p30b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14146	14146			p30c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14147	14147			p30d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14148	14148			p30e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14149	14149			p30f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14150	14150			p30g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14151	14151			p30h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14152	14152			p30i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14153	14153			p30j			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14154	14154			p30k			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14155	14155			p30l			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14156	14156			p30m			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14157	14157			p30n			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14158	14158			p30o			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14159	14159			p30p			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14160	14160			p30q			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14161	14161			p30r			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14162	14162			p30s			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14163	14163			p30t			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14164	14164			p30u			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14165	14165			p30v			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14166	14166			p30w			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14167	14167			p30x			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14168	14168			p30y			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14169	14169			p30z			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14170	14170			q30a			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14171	14171			q30b			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14172	14172			q30c			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14173	14173			q30d			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14174	14174			q30e			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14175	14175			q30f			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14176	14176			q30g			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14177	14177			q30h			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
Placeholder Item Type 14178	14178			q30i			0	0					0	0	0	0			0	0	0	25	0	40	0	0	3			0								0
